,level_0,index,StringText,Titles
43,1449,ch44pa01,"
The civil or Roman law.
The vain titles of the victories of Justinian are crumbled into dust; but the name of the legislator is inscribed on a fair and everlasting monument.
Under his reign, and by his care, the civil jurisprudence was digested in the immortal works of the Code, the Pandects, and the Institutes; the public reason of the Romans has been silently or studiously transfused into the domestic institutions of Europe; and the laws of Justinian still command the respect or obedience of independent  nations.
Wise or fortunate is the prince who connects his own reputation with the honour and interest of a perpetual order of men.
The defence of their founder is the first cause which in every age has exercised the zeal and industry of the civilians.
They piously commemorate his virtues; dissemble or deny his failings; and fiercely chastise the guilt or folly of the rebels who presume to sully the majesty of the purple.
The idolatry of love has provoked, as it usually happens, the rancour of opposition; the character of Justinian has been exposed to the blind vehemence of flattery and invective; and the injustice of a sect (the Anti-Tribonians) has refused all praise and merit to the prince, his ministers, and his laws.
Attached to no party, interested only for the truth and candour of history, and directed by the most temperate and skilful guides, I enter with just diffidence on the subject of civil law, which has exhausted so many learned lives and clothed the walls of such spacious libraries.
In a single, if possible in a short, chapter, I shall trace the Roman jurisprudence from Romulus to Justinian, appreciate the labours  of that emperor, and pause to contemplate the principles of a science so important to the peace and happiness of society.
The laws of a nation form the most instructive portion of its history; and, although I have devoted myself to write the annals of a declining monarchy, I shall embrace the occasion to breathe the pure and invigorating air of the republic.
","Idea of the Roman Jurisprudence The Laws of the Kings The Twelve Tables of the Decemvirs The Laws of the People The Decrees of the Senate The Edicts of the Magistrates and Emperors Authority of the Civilians Code, Pandects, Novels, and Institutes of Justinian: I. Rights of Persons II. Rights of Things III. Private Injuries and Actions IV. Crimes and Punishments"
44,1492,ch45pa01,"
Death of Justinian, A.D. 565, Nov. 14.
During the last years of Justinian, his infirm mind was devoted to heavenly contemplation, and he neglected the business of the lower world.
His subjects were impatient of the long continuance of his life and reign; yet all who were capable of reflection apprehended the moment of his death, which might involve the capital in tumult and the empire in civil war.
Seven nephews of the childless monarch, the sons or grandsons of his brother and sister, had been educated in the splendour of a princely fortune; they had been shewn in high commands to the provinces and armies; their characters were known, their followers were zealous; and, as the jealousy of age postponed the declaration of a successor, they might expect with equal hopes the inheritance of their uncle.
He expired in his palace after a reign of thirty-eight years; and the decisive opportunity was embraced by the  friends of Justin, the son of Vigilantia.
At the hour of midnight his domestics were awakened by an importunate crowd, who thundered at his door, and obtained admittance by revealing themselves to be the principal members of the senate.
These welcome deputies announced the recent and momentous secret of the emperor's decease; reported, or perhaps invented, his dying choice of the best beloved and most deserving of his nephews; and conjured Justin to prevent the disorders of the multitude, if they should perceive, with the return of light, that they were left without a master.
After composing his countenance to surprise, sorrow, and decent modesty, Justin, by the advice of his wife Sophia, submitted to the authority of the senate.
He was conducted with speed and silence to the palace; the guards saluted their new sovereign; and the martial and religious rites of his coronation were diligently accomplished.
By the hands of the proper officers he was invested with the Imperial garments, the red buskins, white tunic, and purple robe.
Reign of Justin II, A.D. 565, Nov. 15-A.D. 574, December.
A fortunate soldier, whom he instantly promoted to the rank of tribune, encircled his neck with a military collar; four robust youths exalted him on a shield; he stood firm and erect to receive the adoration of his subjects; and their choice was sanctified by the benediction of the patriarch, who imposed the diadem on the head of an orthodox prince.
The hipprodrome was already filled with innumerable multitudes; and no sooner did the emperor appear on his throne than the voices of the blue and the green factions were confounded in the same loyal acclamations.
His consulship, A.D. 566, January 1.
In the speeches which Justin addressed to the senate and people, he promised to correct the abuses which had disgraced the age of his  predecessor, displayed the maxims of a just and beneficent government, and declared that, on the approaching calends of January, he would revive in his own person the name and liberality of a Roman consul.
The immediate discharge of his uncle's debts exhibited a solid pledge of his faith and generosity: a train of porters laden with bags of gold advanced into the midst of the hipprodrome, and the hopeless creditors of Justinian accepted this equitable payment as a voluntary gift.
Before the end of three years his example was imitated and surpassed by the empress Sophia, who delivered many indigent citizens from the weight of debt and usury: an act of benevolence the best entitled to gratitude, since it relieves the most intolerable distress; but in which the bounty of a prince is the most liable to be abused by the claims of prodigality and fraud.
",Reign of the Younger Justin Embassy of the Avars Their Settlement on the Danube Conquest of Italy by the Lombards Adoption and Reign of Tiberius of Maurice State of Italy under the Lombards and the Exarchs of Ravenna Distress of Rome Character and Pontificate of Gregory the First
45,1515,ch46pa01,"
Contest of Rome and Persia
The conflict of Rome and Persia was prolonged from the death of Crassus to the reign of Heraclius.
An experience of seven hundred years might convince the rival nations of the impossibility of maintaining their conquests beyond the fatal limits of the Tigris and Euphrates.
Yet the emulation of Trajan and Julian was awakened by the trophies of Alexander, and the sovereigns of Persia indulged the ambitious hope of restoring the empire of Cyrus.
Such extraordinary efforts of power and courage will always command the attention of posterity; but the events by which the fate of nations is not materially changed leave a faint impression on the page of history, and the patience of the reader would be exhausted by the repetition of the same hostilities, undertaken without cause, prosecuted without glory, and terminated without effect.
The arts of negotiation, unknown to  the simple greatness of the senate and the Caesars, were assiduously cultivated by the Byzantine princes; and the memorials of their perpetual embassies repeat, with the same uniform prolixity, the language of falsehood and declamation, the insolence of the Barbarians, and the servile temper of the tributary Greeks.
Lamenting the barren superfluity of materials, I have studied to compress the narrative of these uninteresting transactions; but the just Nushirvan is still applauded as the model of Oriental kings, and the ambition of his grandson Chosroes prepared the revolution of the East, which was speedily accomplished by the arms and the religion of the successors of Mahomet.
","Revolutions of Persia after the Death of Chosroes or Nushirvan His Son Hormouz, a Tyrant, is deposed Usurpation of Bahram Flight and Restoration of Chosroes II. His Gratitude to the Romans The Chagan of the Avars Revolt of the Army against Maurice His Death Tyranny of Phocas Elevation of Heraclius The Persian War Chosroes subdues Syria, Egypt, and Asia Minor Siege of Constantinople by the Persians and Avars Persian Expeditions Victories and Triumph of Heraclius"
46,1542,ch47pa01,"
The incarnation of Christ
After the extinction of paganism, the Christians in peace and piety might have enjoyed their solitary triumph.
But the principle of discord was alive in their bosom, and they were more solicitous to explore the nature, than to practise the laws, of their founder.
I have already observed that the disputes of the Trinity were succeeded by those of the Incarnation: alike scandalous to the church, alike pernicious to the state, still more minute in their origin, still more durable in their effects.
It is my design to comprise in the present chapter a religious war of two hundred and fifty years, to represent the ecclesiastical and political schism of the Oriental sects, and to introduce their clamorous or sanguinary contests by a modest inquiry into the doctrines of the primitive church.
",Theological History of the Doctrine of the Incarnation The Human and Divine Nature of Christ Enmity of the Patriarchs of Alexandria and Constantinople St. Cyril and Nestorius Third General Council of Ephesus Heresy of Eutyches Fourth General Council of Chalcedon Civil and Ecclesiastical Discord Intolerance of Justinian The Three Chapters The Monothelite Controversy State of the Oriental Sects I. The Nestorians II. The Jacobites III. The Maronites IV. The Armenians V. The Copts and Abyssinians
47,1581,ch48pa01,"
Defects of the Byzantine history.
I have now deduced from Trajan to Constantine, from Constantine to Heraclius, the regular series of the Roman emperors; and faithfully exposed the prosperous and adverse fortunes of their reigns.
Five centuries of the decline and fall of the empire have already elapsed; but a period of more than eight hundred years still separates me from the term of my labours, the taking of Constantinople by the Turks.
Should I persevere in the same course, should I observe the same measure, a prolix and slender thread would be spun through many a volume, nor would the patient reader find an adequate reward of instruction or amusement.
At every step, as we sink deeper in the decline and fall of the Eastern empire, the annals of each succeeding reign would impose a more ungrateful and melancholy task.
These annals must continue to repeat a tedious and uniform tale of weakness and misery; the natural connection of causes and events would be broken by frequent and hasty transitions, and a minute accumulation of circumstances must destroy the light and effect of those general pictures which compose the use and ornament of a remote history.
From the time of Heraclius, the Byzantine theatre is contracted and darkened; the line of empire, which had been defined by the laws of Justinian and the arms of Belisarius, recedes on all sides from our view; the Roman name, the proper subject of our inquiries, is reduced to a narrow corner of Europe, to the lonely suburbs of Constantinople; and the fate of the Greek empire has been compared  to that of the Rhine, which loses itself in the sands before its waters can mingle with the ocean.
The scale of dominion is diminished to our view by the distance of time and place; nor is the loss of external splendour compensated by the nobler gifts of virtue and genius.
In the last moments of her decay, Constantinople was doubtless more opulent and populous than Athens at her most flourishing era, when a scanty sum of six thousand talents, or twelve hundred thousand pounds sterling, was possessed by twenty-one thousand male citizens of an adult age.
But each of these citizens was a freeman, who dared to assert the liberty of his thoughts, words, and actions; whose person and property were guarded by equal law; and who exercised his independent vote in the government of the republic.
Their numbers seem to be multiplied by the strong and various discriminations of character: under the shield of freedom, on the wings of emulation and vanity, each Athenian aspired to the level of the national dignity; from this commanding eminence some chosen spirits soared beyond the reach of a vulgar eye; and the chances of superior merit in a great and populous kingdom, as they are proved by experience, would excuse the computation of imaginary millions.
The territories of Athens, Sparta, and their allies do not exceed a moderate province of France or England; but, after the trophies of Salamis and Plataea, they expand in our fancy to the gigantic size of Asia, which had been trampled under the feet of the victorious Greeks.
But the subjects of the Byzantine empire, who assume and dishonour the names both of Greeks and Romans, present a dead uniformity of abject vices, which are neither softened by the weakness of humanity nor animated by the vigour of memorable crimes.
The freemen of antiquity might repeat, with generous enthusiasm, the sentence of Homer, that, on the first day of his servitude, the captive is deprived of one half of his manly virtue.
But the poet had only seen the effects of civil or domestic slavery, nor could he foretell that the second moiety of manhood must be annihilated by the spiritual despotism  which shackles not only the actions but even the thoughts of the prostrate votary.
By this double yoke, the Greeks were oppressed under the successors of Heraclius; the tyrant, a law of eternal justice, was degraded by the vices of his subjects; and on the throne, in the camp, in the schools, we search, perhaps with fruitless diligence, the names and characters that may deserve to be rescued from oblivion.
Nor are the defects of the subject compensated by the skill and variety of the painters.
Of a space of eight hundred years, the four first centuries are overspread with a cloud, interrupted by some faint and broken rays of historic light; in the lives of the emperors, from Maurice to Alexius, Basil the Macedonian has alone been the theme of a separate work; and the absence, or loss, or imperfection of contemporary evidence must be poorly supplied by the doubtful authority of more recent compilers.
The four last centuries are exempt from the reproach of penury; and with the Comnenian family the historic muse of Constantinople again revives, but her apparel is gaudy, her motions are without elegance or grace.
A succession of priests, or courtiers, treads in each other's footsteps in the same path of servitude and superstition: their views are narrow, their judgment is feeble or corrupt; and we close the volume of copious barrenness, still ignorant of the causes of events, the characters of the actors, and the manners of the times, which they celebrate or deplore.
The observation which has been applied to a man may be extended to a whole people, that the energy of the sword is communicated to the pen; and it will be found, by experience, that the tone of history will rise or fall with the spirit of the age.
","Plan of the last two quarto Volumes Succession and Characters of the Greek Emperors of Constantinople, from the Time of Heraclius to the Latin Conquest"
48,1628,ch49pa01,"
Introduction of images into the Christian church.
In the connection of the church and state I have considered the former as subservient only and relative to the latter: a salutary maxim, if in fact, as well as in narrative, it had ever been held sacred.
The oriental philosophy of the Gnostics, the dark abyss of predestination and grace, and the strange transformations of the Eucharist from the sign to the substance of Christ's body, I have purposely abandoned to the curiosity of speculative divines.
But I have reviewed, with diligence and pleasure, the objects of ecclesiastical history, by which the decline and fall of the Roman empire were materially affected, the propagation of Christianity, the constitution of the Catholic church, the ruin of Paganism, and the sects that arose from the mysterious controversies concerning the Trinity and incarnation.
At the head of this class, we may justly rank the worship of images, so fiercely disputed in the eighth and ninth centuries; since a question of popular superstition produced the revolt of Italy, the temporal power of the popes, and the restoration of the Roman empire in the West.
","Introduction, Worship, and Persecution of Images Revolt of Italy and Rome Temporal Dominion of the Popes Conquest of Italy by the Franks Establishment of Images Character and Coronation of Charlemagne Restoration and Decay of the Roman Empire in the West Independence of Italy Constitution of the Germanic Body"
49,1663,ch50pa01,"
After pursuing, above six hundred years, the fleeting Caesars of Constantinople and Germany, I now descend, in the reign of Heraclius, on the eastern borders of the Greek monarchy.
While the state was exhausted by the Persian war, and the church was distracted by the Nestorian and Monophysite sects, Mahomet, with the sword in one hand and the Koran in the other, erected his throne on the ruins of Christianity and of Rome.
The genius of the Arabian prophet, the manners of his nation, and the spirit of his religion involve the causes of the decline and fall of the Eastern empire; and our eyes are curiously intent on one of the most memorable revolutions which have impressed a new and lasting character on the nations of the globe.
","Description of Arabia and its Inhabitants Birth, Character, and Doctrine of Mahomet He preaches at Mecca Flies to Medina Propagates his Religion by the Sword Voluntary or reluctant Submission of the Arabs His Death and Successors The Claims and Fortunes of Ali and his Descendants"
50,1706,ch51pa01,"
Union of the Arabs, A.D. 632
The revolution of Arabia had not changed the character of the Arabs: the death of Mahomet was the signal of independence; and the hasty structure of his power and religion tottered to its foundations.
A small and faithful band of his primitive disciples had listened to his eloquence and shared his distress; had fled with the apostle from the persecution of Mecca or had received the fugitive in the walls of Medina.
The increasing myriads, who acknowledged Mahomet as their king and prophet, had been compelled by his arms or allured by his prosperity.
The polytheists were confounded by the simple idea of a solitary and invisible God; the pride of the Christians and Jews disdained the yoke of a mortal and contemporary legislator.
Their habits of faith and obedience were not sufficiently confirmed; and many of the new converts regretted the venerable antiquity of the law of Moses, or the rites and mysteries of the Catholic church, or the idols, the sacrifices, the joyous festivals, of their pagan ancestors.
The jarring interests and hereditary feuds of the Arabian tribes had not yet coalesced in a system of union and subordination; and the Barbarians were impatient of the mildest and most salutary laws that curbed their passions or violated their customs.
They submitted with reluctance to the religious precepts of the Koran, the abstinence from wine, the fast of the Ramadan, and the daily repetition of five prayers; and the alms and tithes, which were collected for the  treasury of Medina, could be distinguished only by a name from the payment of a perpetual and ignominious tribute.
The example of Mahomet had excited a spirit of fanaticism or imposture, and several of his rivals presumed to imitate the conduct and defy the authority of the living prophet.
At the head of the fugitives and auxiliaries, the first caliph was reduced to the cities of Mecca, Medina, and Tayef; and perhaps the Koreish would have restored the idols of the Caaba, if their levity had not been checked by a seasonable reproof.
Ye men of Mecca, will ye be the last to embrace and the first to abandon the religion of Islam?
After exhorting the Moslems to confide in the aid of God and his apostle, Abubeker resolved, by a vigorous attack, to prevent the junction of the rebels.
The women and children were safely lodged in the cavities of the mountains: the warriors, marching under eleven banners, diffused the terror of their arms; and the appearance of a military force revived and confirmed the loyalty of the faithful.
The inconstant tribes accepted, with humble repentance, the duties of prayer and fasting and alms; and, after some examples of success and severity, the most daring apostates fell prostrate before the sword of the Lord and of Caled.
In the fertile province of Yemannah, between the Red Sea, and the Gulf of Persia, in a city not inferior to Medina itself, a powerful chief, his name was Moseilama, had assumed the character of a prophet, and the tribe of Hanifa listened to his voice.
A female prophetess was attracted by his reputation: the decencies of words and actions were spurned by these favourites of heaven,  and they employed several days in mystic and amorous converse.
An obscure sentence of his Koran, or book, is yet extant; and, in the pride of his mission, Moseilama condescended to offer a partition of the earth.
The proposal was answered by Mahomet with contempt; but the rapid progress of the impostor awakened the fears of his successor: forty thousand Moslems were assembled under the standard of Caled; and the existence of their faith was resigned to the event of a decisive battle.
In the first action they were repulsed with the loss of twelve hundred men; but the skill and perseverance of their general prevailed: their defeat was avenged by the slaughter of ten thousand infidels; and Moseilama himself was pierced by an Ethiopian slave with the same javelin which had mortally wounded the uncle of Mahomet.
The various rebels of Arabia, without a chief or a cause, were speedily suppressed by the power and discipline of the rising monarchy; and the whole nation again professed, and more steadfastly held, the religion of the Koran.
The ambition of the caliphs provided an immediate exercise for the restless spirit of the Saracens; their valour was united in the prosecution of an holy war; and their enthusiasm was equally confirmed by opposition and victory.
","The Conquest of Persia, Syria, Egypt, Africa, and Spain, by the Arabs or Saracens Empire of the Caliphs, or Successors of Mahomet State of the Christians, &c. under their Government"
51,1756,ch52pa01,"
Limits of the Arabian conquests
When the Arabs first issued from the desert, they must have been surprised at the ease and rapidity of their own success.
But, when they advanced in the career of victory to the banks of the Indus and the summit of the Pyrenees, when they had repeatedly tried the edge of their scymetars and the energy of their faith, they might be equally astonished that any nation could resist their invincible arms, that any boundary should confine the dominion of the successor of the prophet.
The confidence of soldiers and fanatics may indeed be excused, since the calm historian of the present hour, who strives to follow the rapid course of the Saracens, must study to explain by what means the church and state were saved from this impending and, as it should seem, from this inevitable danger.
The deserts of Scythia and Sarmatia might be guarded by their extent, their climate, their poverty, and the courage of the Northern shepherds; China was remote and inaccessible; but the greatest part of the temperate zone was subject to the Mahometan conquerors, the Greeks were exhausted by the calamities of war and the loss of their fairest provinces, and the barbarians of Europe might justly tremble at the precipitate fall of the Gothic monarchy.
In this inquiry I shall unfold the events that rescued our  ancestors of Britain, and our neighbours of Gaul, from the civil and religious yoke of the Koran; that protected the majesty of Rome, and delayed the servitude of Constantinople; that invigorated the defence of the Christians, and scattered among their enemies the seeds of division and decay.
","The two Sieges of Constantinople by the Arabs Their Invasion of France, and Defeat by Charles Martel Civil War of the Ommiades and Abbassides Learning of the Arabs Luxury of the Caliphs Naval Enterprises on Crete, Sicily, and Rome Decay and Division of the Empire of the Caliphs Defeats and Victories of the Greek Emperors"
52,1784,ch53pa01,"
Memorials of the Greek empire.
A ray of historic light seems to beam from the darkness of the tenth century.
Works of Constantine Porphyrogenitus
We open with curiosity and respect the royal volumes of Constantine Porphyrogenitus, which he composed, at a mature age, for the instruction of his son, and which promise to unfold the state of the Eastern empire, both in peace and war, both at home and abroad.
In the first of these works he minutely describes the pompous ceremonies of the church and palace of Constantinople, according to his own practice and that of his predecessors.
In the  second he attempts an accurate survey of the provinces, the themes, as they were then denominated, both of Europe and Asia.
The system of Roman tactics, the discipline and order of troops, and the military operations by land and sea are explained in the third of these didactic collections, which may be ascribed to Constantine or his father Leo.
In the fourth, of the administration of the empire, he reveals the secrets of the Byzantine policy, in friendly or hostile intercourse with the nations of the earth.
The literary labours of the age, the practical systems of law, agriculture, and history, might redound to the benefit of the subject and the honour of the Macedonian princes.
The sixty books of the Basilics, the code and pandects of civil jurisprudence, were gradually framed in the three first reigns of that prosperous dynasty.
The art of agriculture had amused the leisure, and exercised the pens, of the best and wisest of the ancients; and their chosen precepts are comprised in the twenty books of  the Geoponics of Constantine.
At his command, the historical examples of vice and virtue were methodised in fifty-three books, and every citizen might apply, to his contemporaries or himself, the lesson or the warning of past times.
From the august character of a legislator, the sovereign of the East descends to the more humble office of a teacher and a scribe; and, if his successors and subjects were regardless of his paternal cares, we may inherit and enjoy the everlasting legacy.
","State of the Eastern Empire in the Tenth Century Extent and Division Wealth and Revenue Palace of Constantinople Titles and Offices Pride and Power of the Emperors Tactics of the Greeks, Arabs, and Franks Loss of the Latin Tongue Studies and Solitude of the Greeks"
53,1808,ch54pa01,"
Supine superstition of the Greek church
In the profession of Christianity, the variety of national characters may be clearly distinguished.
The natives of Syria and Egypt abandoned their lives to lazy and contemplative devotion; Rome again aspired to the dominion of the world; and the wit of the lively and loquacious Greeks was consumed in the disputes of metaphysical theology.
The incomprehensible mysteries of the Trinity and Incarnation, instead of commanding their silent submission, were agitated in vehement and subtle controversies, which enlarged their faith, at the expense, perhaps, of their charity and reason.
From the council of Nice to the end of the seventh century, the peace and unity of the church was invaded by these spiritual wars; and so deeply did they affect the decline and fall of the empire that the historian has too often been compelled to attend the synods, to explore the creeds, and to enumerate the sects of this busy period of ecclesiastical annals.
From the beginning of the eighth century to the last ages of the Byzantine empire the sound of controversy was seldom heard; curiosity was exhausted, zeal was fatigued, and, in  the decrees of six councils, the articles of the Catholic faith had been irrevocably defined.
The spirit of dispute, however vain and pernicious, requires some energy and exercise of the mental faculties; and the prostrate Greeks were content to fast, to pray, and to believe, in blind obedience to the patriarch and his clergy.
During a long dream of superstition, the Virgin and the Saints, their visions and miracles, their relics and images, were preached by the monks and worshipped by the people; and the appellation of people might be extended without injustice to the first ranks of civil society.
At an unseasonable moment the Isaurian emperors attempted somewhat rudely to awaken their subjects: under their influence, reason might obtain some proselytes, a far greater number was swayed by interest or fear; but the Eastern world embraced or deplored their visible deities, and the restoration of images was celebrated as the feast of orthodoxy.
In this passive and unanimous state the ecclesiastical rulers were relieved from the toil, or deprived of the pleasure, of persecution.
The Pagans had disappeared; the Jews were silent and obscure; the disputes with the Latins were rare and remote hostilities against a national enemy; and the sects of Egypt and Syria enjoyed a free toleration, under the shadow of the Arabian caliphs.
About the middle of the seventh century, a branch of Manichaeans was selected as the victims of spiritual tyranny: their patience was at length exasperated to despair and rebellion; and their exile has scattered over the West the seeds of reformation.
These important events will justify some inquiry into the doctrine and story of the Paulicians: and, as they cannot plead for themselves,  our candid criticism will magnify the good, and abate or suspect the evil, that is reported by their adversaries.
","Origin and Doctrine of the Paulicians Their Persecution by the Greek Emperors Revolt in Armenia, &c. Transplantation into Thrace Propagation in the West The Seeds, Character, and Consequences of the Reformation"
54,1817,ch55pa01,"
Under the reign of Constantine the grandson of Heraclius, the ancient barrier of the Danube, so often violated and so often restored, was irretrievably swept away by a new deluge of Barbarians.
Their progress was favoured by the caliphs, their unknown and accidental auxiliaries: the Roman legions were occupied in Asia; and, after the loss of Syria, Egypt, and Africa, the Caesars were twice reduced to the danger and disgrace of defending their capital against the Saracens.
If, in the account of this interesting people, I have deviated from the strict and original line of my undertaking, the merit of the subject will hide my transgression or solicit my excuse.
In the East, in the West, in war, in religion, in science, in their prosperity, and in their decay, the Arabians press themselves on our curiosity: the first overthrow of the church and empire of the Greeks may be imputed to their arms; and the disciples of Mahomet still hold the civil and religious sceptre of the Oriental world.
But the same labour would be unworthily bestowed on the swarms of savages who, between the seventh and the twelfth century, descended from the plains of Scythia, in transient inroad or perpetual emigration.
Their names are uncouth, their origins doubtful,  their actions obscure, their superstition was blind, their valour brutal, and the uniformity of their public and private lives was neither softened by innocence nor refined by policy.
The majesty of the Byzantine throne repelled and survived their disorderly attacks; the greater part of these Barbarians has disappeared without leaving any memorial of their existence, and the despicable remnant continues, and may long continue, to groan under the dominion of a foreign tyrant.
From the antiquities of, I. Bulgarians, II. Hungarians, and III. Russians, I shall content myself with selecting such facts as yet deserve to be remembered.
The conquests of the, IV., Normans, and the monarchy of the, V., Turks, will naturally terminate in the memorable Crusades to the Holy Land, and the double fall of the city and empire of Constantine.
","The Bulgarians Origin, Migrations, and Settlement of the Hungarians Their inroads in the East and West The monarchy of Russia Geography and Trade Wars of the Russians against the Greek Empire Conversion of the Barbarians"
55,1834,ch56pa01,"
Conflict of the Saracens, Latins and Greeks, in Italy, A.D. 840-1017
The three great nations of the world, the Greeks, the Saracens, and the Franks, encountered each other on the theatre of Italy.
The southern provinces, which now compose the kingdom of Naples, were subject, for the most part, to the Lombard dukes and princes of Beneventum: so powerful in war that they checked for a moment the genius of Charlemagne; so liberal in peace that they maintained in  their capital an academy of thirty-two philosophers and grammarians.
The division of this flourishing state produced the rival principalities of Benevento, Salerno, and Capua; and the thoughtless ambition or revenge of the competitors invited the Saracens to the ruin of their common inheritance.
During a calamitous period of two hundred years Italy was exposed to a repetition of wounds, which the invaders were not capable of healing by the union and tranquillity of a perfect conquest.
Their frequent and almost annual squadrons issued from the port of Palermo, and were entertained with too much indulgence by the Christians of Naples; the more formidable fleets were prepared on the African coast; and even the Arabs of Andalusia were sometimes tempted to assist or oppose the Moslems of an adverse sect.
In the revolution of human events, a new ambuscade was concealed in the Caudine forks, the fields of Cannae were bedewed a second time with the blood of the Africans, and the sovereign of Rome again attacked or defended the walls of Capua and Tarentum.
A colony of Saracens had been planted at Bari, which commands the entrance of the Adriatic gulf; and their impartial depredations provoked the resentment, and conciliated the union, of the two emperors.
An offensive alliance was concluded between Basil the Macedonian, the first of his race, and Lewis, the great-grandson of Charlemagne; and each party supplied the deficiencies of his associate.
It would have been imprudent in the Byzantine monarch to transport his stationary troops of Asia to an Italian campaign; and the Latin arms would have been  insufficient, if his superior navy had not occupied the mouth of the gulf.
Conquest of Bari, A.D. 871.
The fortress of Bari was invested by the infantry of the Franks, and by the cavalry and galleys of the Greeks; and, after a defence of four years, the Arabian emir submitted to the clemency of Lewis, who commanded in person the operations of the siege.
This important conquest had been achieved by the concord of the East and West; but their recent amity was soon embittered by the mutual complaints of jealousy and pride.
The Greeks assumed as their own the merit of the conquest and the pomp of the triumph; extolled the greatness of their powers, and affected to deride the intemperance and sloth of the handful of Barbarians who appeared under the banners of the Carlovingian prince.
His reply is expressed with the eloquence of indignation and truth: We confess the magnitude of your preparations, says the great-grandson of Charlemagne.
Your armies were indeed as numerous as a cloud of summer locusts, who darken the day, flap their wings, and, after a short flight, tumble weary and breathless to the ground.
Like them, ye sunk after a feeble effort; ye were vanquished by your own cowardice; and withdrew from the scene of action to injure and despoil our Christian subjects of the Sclavonian coast.
We were few in number, and why were we few?
Because, after a tedious expectation of your arrival, I had dismissed my host, and retained only a chosen band of warriors to continue the blockade of the city.
If they indulged their hospitable feasts in the face of danger and death, did these feasts abate the vigour of their enterprise?
Is it by your fasting that the walls of Bari have been overturned?
Did not these valiant Franks, diminished as they were by languor and fatigue, intercept and vanquish the three most powerful emirs of the Saracens? and did not their defeat precipitate the fall of the city?
Bari is now fallen; Tarentum trembles; Calabria will be delivered; and, if we command the sea, the island of Sicily may be rescued from the hands of the infidels.
My brother (a name most offensive to the vanity of  the Greek), accelerate your naval succours, respect your allies, and distrust your flatterers.
","The Saracens, Franks, and Greeks in Italy First Adventures and Settlement of the Normans Character and Conquests of Robert Guiscard, Duke of Apulia Deliverance of Sicily by his Brother Roger Victories of Robert over the Emperors of the East and West Roger, king of Sicily, invades Africa and Greece The Emperor Manuel Comnenus Wars of the Greeks and Normans Extinction of the Normans"
56,1859,ch57pa01,"
THE TURKS
From the isle of Sicily the reader must transport himself beyond the Caspian Sea, to the original seat of the Turks or Turkmans, against whom the first crusade was principally directed.
Their Scythian empire of the sixth century was long since dissolved; but the name was still famous among the Greeks and Orientals; and the fragments of the nation, each a powerful and independent people, were scattered over the desert from China to the Oxus and the Danube: the colony of Hungarians was admitted into the republic of Europe, and the thrones of Asia were occupied by slaves and soldiers of Turkish extraction.
While Apulia and Sicily were subdued by the Norman lance, a swarm of these Northern shepherds overspread the kingdoms of Persia: their princes of the race of Seljuk erected a splendid and solid empire from Samarcand to the confines of Greece and Egypt; and the Turks have maintained their dominion in Asia Minor till the victorious crescent has been planted on the dome of St. Sophia.
","The Turks of the House of Seljuk Their Revolt against Mahmud, Conqueror of Hindostan Togrul subdues Persia, and protects the Caliphs Defeat and Captivity of the Emperor Romanus Diogenes by Alp Arslan Power and Magnificence of Malek Shah Conquest of Asia Minor and Syria State and Oppression of Jerusalem Pilgrimages to the Holy Sepulchre"
